X,Y,Z,TYPE,STREET1,STREET2,STREET3,STREET4,INTERSECTI,GID
431998.044,5445431.856,0,NORMAL,"503","749",,,"6532","59797"
432097.431,5445433.876,0,NORMAL,"749","567",,,"6531","59798"
432197.672,5445435.633,0,NORMAL,"749","452",,,"6530","59799"
432285.051,5445436.421,0,NORMAL,"749","400",,,"6529","59800"
432185.2,5445655.646,0,NORMAL,"452","400","427",,"6528","59801"
431892.508,5445648.937,0,NORMAL,"427","807",,,"6527","59802"
431888.36,5445870.38,0,NORMAL,"807","302",,,"6526","59803"
431989.715,5445873.602,0,NORMAL,"503","302",,,"6525","59804"
431993.935,5445652.806,0,NORMAL,"503","427",,,"6524","59805"
432093.606,5445654.433,0,NORMAL,"427","567",,,"6523","59806"
431516.247467289,5446803.53222488,0,TRAFFIC LIGHT,"287","266","0000001323",,"6518","59811"
431210.28,5446911.39,0,DEADEND,"747",,,,"6515","59814"
430854.725,5446828.517,0,NORMAL,"287","606",,,"6512","59817"
430620.337,5446838.193,0,NORMAL,"287","873",,,"6509","59820"
430650.349,5446623.676,0,NORMAL,"873","612",,,"6508","59821"
423363.878,5455078.162,0,DEADEND,"1153",,,,"8705","61543"
425909.168,5451552.1,0,DEADEND,"421",,,,"8701","61546"
426364.777,5451451.826,0,DEADEND,"1246",,,,"8700","61547"
426204.12,5451535.05,0,DEADEND,"417",,,,"8699","61548"
427994.829,5451217.86,0,DEADEND,"972",,,,"8695","61549"
427445.052,5451428.654,0,NORMAL,"14","14",,,"8693","61550"
428240.355,5451489.309,0,DEADEND,"488",,,,"8688","61553"
428282.27,5451437.582,0,NORMAL,"24","488",,,"8686","61554"
428358.209,5451436.178,0,DEADEND,"24",,,,"8685","61555"
428774.671,5451379.594,0,NORMAL,"1043","1109",,,"8683","61557"
428476.869,5451433.166,0,DEADEND,"1109",,,,"8681","61558"
428725.978,5451526.116,0,DEADEND,"886",,,,"8675","61560"
428534.89,5451604.37,0,DEADEND,"423",,,,"8673","61561"
428587.45,5451584.286,0,NORMAL,"381","423",,,"8672","61562"
428620.991,5451531.73,0,DEADEND,"860",,,,"8671","61563"
428647.428,5451563.793,0,DEADEND,"381","860",,,"8670","61564"
428459.545,5451548.135,0,DEADEND,"1079",,,,"8668","61565"
428396.612,5451602.605,0,DEADEND,"381",,,,"8666","61566"
428421.11,5451590.993,0,NORMAL,"381","1079",,,"8664","61567"
428493.006,5451585.053,0,NORMAL,"435","381",,,"8663","61568"
428604.509,5451741.824,0,DEADEND,"656",,,,"8661","61570"
428481.942,5451829.131,0,NORMAL,"70","656",,,"8660","61571"
428394.945019264,5451753.2796553,0,DEADEND,"709",,,,"8656","61574"
428269.674,5451811.866,0,NORMAL,"709","70",,,"8655","61575"
428290.12,5451897.31,0,DEADEND,"786",,,,"8653","61577"
428301.152,5451821.933,0,NORMAL,"70","786",,,"8652","61578"
428383.79,5451966.8,0,DEADEND,"391",,,,"8651","61579"
428417.834,5451844.936,0,NORMAL,"70","391",,,"8650","61580"
428597.941,5451921.037,0,NORMAL,"952","70",,,"8649","61581"
427258.85,5452077.19,0,DEADEND,"345",,,,"8645","61585"
427272.183,5452008.122,0,NORMAL,"541","345",,,"8644","61586"
427280.996,5451691.286,0,NORMAL,"1154","393",,,"8642","61588"
427278.169,5451629.01,0,NORMAL,"1172","1154",,,"8638","61589"
427449.416,5451626.103,0,NORMAL,"1172","14","14",,"8637","61590"
427489.054,5451625.148,0,DEADEND,"1172",,,,"8636","61591"
427539.796,5451636.675,0,DEADEND,"768",,,,"8635","61592"
427603.366,5451551.972,0,NORMAL,"952","981",,,"8633","61594"
427591.376,5451273.118,0,NORMAL,"952","333",,,"8632","61595"
427870.663,5449064.224,0,NORMAL,"136","419",,,"9110","61842"
428080.103,5449169.194,0,DEADEND,"636",,,,"9108","61844"
428492.423,5449260.5,0,NORMAL,"818","646",,,"9107","61845"
428839.28,5449488.71,0,DEADEND,"1233",,,,"9106","61846"
428777.349,5449411.87,0,DEADEND,"434",,,,"9105","61847"
428682.28,5449459.4,0,DEADEND,"165",,,,"9104","61848"
428722.03,5449526.29,0,DEADEND,"617",,,,"9103","61849"
428415.344,5449463.952,0,NORMAL,"1232","724",,,"9102","61850"
427518.699,5451134.159,0,DEADEND,"269",,,,"9100","61851"
428533.24,5450894.04,0,DEADEND,"1231",,,,"9099","61852"
428434.117,5450761.647,0,DEADEND,"297",,,,"9098","61853"
428815.063,5450626.901,0,NORMAL,"414","1245",,,"9096","61855"
429289.744,5450472.218,0,NORMAL,"677","254",,,"9094","61857"
429233.852,5450410.5,0,NORMAL,"924","1002",,,"9093","61858"
430038.355,5449128.395,0,DEADEND,"1155",,,,"9092","61859"
429557.948,5449826.431,0,NORMAL,"260","979",,,"9091","61860"
429528.999,5449770.128,0,NORMAL,"979","974",,,"9090","61861"
429685.302,5449437.061,0,NORMAL,"260","115",,,"9089","61862"
429576.190993204,5449092.7237321,0,DEADEND,"537",,,,"9085","61865"
429870.844,5444177.636,0,DEADEND,"855",,,,"9253","61902"
429830.236,5444195.16,0,NORMAL,"477","855",,,"9252","61903"
430163.488,5444190.698,0,NODE,"823","547",,,"9250","61904"
431738.419,5443536.519,0,DEADEND,"970",,,,"9249","61905"
431716.939,5443537.476,0,NORMAL,"970","657",,,"9248","61906"
432254.715,5443560.901,0,DEADEND,"687",,,,"9247","61907"
432201.942,5443599.025,0,NORMAL,"687","137",,,"9246","61908"
432206.143,5444348.252,0,NODE,"0000001425","1247",,,"9245","61909"
432331.485,5444485.111,0,NODE,"1029","1132",,,"9243","61911"
431900.834,5444276.26,0,NODE,"511","1047",,,"9240","61913"
431819.81,5444277.818,0,NODE,"1047","1082",,,"9239","61914"
431934.45,5444269.92,0,NODE,"570","807",,,"9238","61915"
431518.635,5444275.528,0,NORMAL,"1012","918",,,"9237","61916"
430956.825,5444397.917,0,NODE,"209","1077",,,"9236","61917"
431660.542,5445163.323,0,NORMAL,"873","1171",,,"9235","61918"
431721.643,5445137.41,0,NORMAL,"873","424",,,"9234","61919"
431557.284,5445120.205,0,NORMAL,"902","424",,,"9233","61920"
431472.038,5445122.212,0,NORMAL,"918","424",,,"9232","61921"
431282.11,5445232.11,0,DEADEND,"957",,,,"9231","61922"
431248.721,5445338.87,0,DEADEND,"21","873",,,"9230","61923"
430563.513,5445869.685,0,NODE,"1219","463",,,"9229","61924"
426856.247,5446235.878,0,NORMAL,"1252","183",,,"9225","61927"
429139.449,5447850.69,0,NODE,"178","904",,,"9223","61929"
424489.488,5450809.164,0,NORMAL,"107","468",,,"8320","61330"
424098.349,5450324.812,0,NODE,"468","648",,,"8319","61331"
423601.069,5450549.195,0,DEADEND,"648",,,,"8317","61332"
423761.284,5450592.219,0,DEADEND,"692",,,,"8316","61333"
423763.673,5450906.812,0,DEADEND,"750",,,,"8315","61334"
423972.693,5450994.288,0,NORMAL,"107","327",,,"8314","61335"
424099.987,5450824.576,0,NORMAL,"621","1156",,,"8313","61336"
424097.331,5450653.863,0,NORMAL,"621","405",,,"8309","61339"
423969.318,5450580.4,0,NODE,"739",,,,"8308","61340"
423969.888,5450645.546,0,NODE,"405",,,,"8307","61341"
424028.884,5450644.861,0,NORMAL,"405","703",,,"8306","61342"
424031.551,5450837.0,0,NORMAL,"621","703",,,"8305","61343"
423972.861,5450837.739,0,NORMAL,"621","327","692",,"8304","61344"
423972.86,5450907.871,0,NORMAL,"1156","327",,,"8303","61345"
423844.437,5450838.286,0,NORMAL,"1156","692",,,"8302","61346"
423915.502,5450837.725,0,NORMAL,"692","552",,,"8301","61347"
423913.135,5450646.204,0,NORMAL,"405","552",,,"8300","61348"
423728.598,5450722.639,0,NORMAL,"750","692",,,"8297","61351"
423772.077,5450837.657,0,NORMAL,"692","750",,,"8296","61352"
427187.75,5451459.42,0,DEADEND,"338",,,,"8932","61355"
427092.614,5451668.162,0,DEADEND,"574",,,,"8931","61356"
425656.769,5452529.733,0,NORMAL,"164","408","476",,"8927","61357"
426398.813,5453404.193,0,NORMAL,"682","106",,,"8923","61359"
426450.289,5452283.05,0,NORMAL,"298","1083",,,"8919","61360"
426644.043,5452046.672,0,NORMAL,"188","1154",,,"8918","61361"
426645.342,5452095.448,0,NORMAL,"541","188",,,"8917","61362"
426447.524,5452152.28,0,NORMAL,"188","1083",,,"8916","61363"
426573.844,5452053.785,0,NORMAL,"1154","680",,,"8915","61364"
426471.288,5451943.567,0,NORMAL,"680","535","689",,"8914","61365"
426505.305,5451873.486,0,DEADEND,"535",,,,"8913","61366"
426601.204,5451700.329,0,DEADEND,"557",,,,"8912","61367"
426601.887,5451582.125,0,NORMAL,"962","1014",,,"8911","61368"
426374.63,5451573.68,0,DEADEND,"1061",,,,"8910","61369"
425773.112,5452438.789,0,DEADEND,"375",,,,"8907","61370"
425873.001,5452292.255,0,NORMAL,"840","246",,,"8905","61371"
425801.793,5452335.736,0,NORMAL,"180","246",,,"8904","61372"
425751.132,5452243.758,0,NORMAL,"1154","180",,,"8903","61373"
425820.481,5452190.192,0,NORMAL,"1154","270",,,"8902","61374"
425570.701,5452360.068,0,DEADEND,"713",,,,"8900","61375"
425666.968,5452358.98,0,NORMAL,"476","713",,,"8899","61376"
425608.451,5452271.677,0,NORMAL,"1154","270",,,"8898","61377"
423787.799,5454939.273,0,DEADEND,"1122",,,,"8897","61378"
423789.276,5455029.228,0,DEADEND,"1101",,,,"8896","61379"
424034.231,5452438.504,0,DEADEND,"255",,,,"8895","61380"
424011.288,5452489.19,0,DEADEND,"105",,,,"8894","61381"
430937.247,5452158.173,0,NORMAL,"413","629",,,"8821","61443"
430445.947,5452846.059,0,NORMAL,"846","829",,,"8820","61444"
430891.518,5452257.765,0,DEADEND,"731",,,,"8815","61449"
430776.962,5452315.152,0,NORMAL,"508","731",,,"8814","61450"
430904.321,5452353.513,0,NORMAL,"508","881",,,"8813","61451"
430685.106,5452467.256,0,NORMAL,"829","881",,,"8812","61452"
430463.01,5452471.89,0,NORMAL,"474","956",,,"8811","61453"
430448.993,5452609.065,0,NORMAL,"1088","956",,,"8810","61454"
430580.215,5452611.787,0,NORMAL,"829","1088",,,"8809","61455"
430934.863,5452664.389,0,DEADEND,"879",,,,"8801","61463"
430586.043,5452977.879,0,NORMAL,"637","879",,,"8798","61465"
430642.973,5453114.773,0,DEADEND,"637",,,,"8797","61466"
430622.893,5453069.448,0,NORMAL,"637","887",,,"8796","61467"
429680.711,5453723.566,0,DEADEND,"764",,,,"8793","61470"
429434.096,5453623.298,0,DEADEND,"1030",,,,"8792","61471"
429425.406,5453544.212,0,NORMAL,"1030","508","1127",,"8790","61472"
429416.827,5453372.52,0,DEADEND,"374",,,,"8789","61473"
429397.855,5453423.851,0,NORMAL,"374","501",,,"8788","61474"
429524.189,5453401.229,0,NORMAL,"1127","501",,,"8787","61475"
429641.55,5453388.535,0,DEADEND,"1126",,,,"8786","61476"
429517.792,5453453.292,0,NORMAL,"1127","1126",,,"8785","61477"
429766.043,5453386.325,0,NORMAL,"508","875",,,"8781","61480"
429905.276,5453282.908,0,NORMAL,"875","508",,,"8780","61481"
430373.542,5453106.739,0,DEADEND,"240",,,,"8779","61482"
430397.699,5453012.837,0,NORMAL,"508","240",,,"8778","61483"
430231.723,5453050.031,0,NORMAL,"508","846",,,"8777","61484"
430215.689,5452793.294,0,DEADEND,"466",,,,"8775","61485"
430322.312,5452711.59,0,DEADEND,"955",,,,"8772","61486"
430411.755,5452655.213,0,NORMAL,"1088","955",,,"8771","61487"
431645.127,5444273.855,0,NORMAL,"1012","1170","1047","836","7062","60350"
431706.738,5444274.279,0,DEADEND,"1047",,,,"7060","60351"
431883.418,5445022.675,0,DEADEND,"1193",,,,"7058","60353"
432242.874,5445116.719,0,DEADEND,"1153",,,,"7057","60354"
432300.5,5444941.875,0,NORMAL,"795","1029",,,"7056","60355"
432287.664,5444707.765,0,NORMAL,"1029","893",,,"7054","60357"
431945.107,5444342.401,0,DEADEND,"1247",,,,"7049","60362"
432023.161,5444342.726,0,NORMAL,"503","1247",,,"7048","60363"
432125.856,5444343.154,0,NORMAL,"1247","377",,,"7047","60364"
432074.82,5444342.029,0,NORMAL,"1247","179",,,"7046","60365"
432014.672,5444623.309,0,NORMAL,"503","950",,,"7045","60366"
432088.218,5444623.456,0,NORMAL,"469","950",,,"7044","60367"
432218.102,5444931.893,0,NORMAL,"795","0000001425",,,"7042","60369"
432104.316,5444929.826,0,NORMAL,"795","567",,,"7041","60370"
432084.323,5444929.3,0,NORMAL,"795","469",,,"7040","60371"
432008.56,5444926.745,0,NORMAL,"795","503",,,"7039","60372"
432006.231,5445036.275,0,NORMAL,"503","65",,,"7037","60374"
432004.202,5445133.09,0,NORMAL,"503","971",,,"7036","60375"
432157.872,5445136.251,0,DEADEND,"971",,,,"7035","60376"
432103.685,5445136.466,0,NORMAL,"971","567",,,"7034","60377"
432202.24,5445232.33,0,NORMAL,"452","416",,,"7033","60378"
432101.99,5445230.579,0,NORMAL,"416","567",,,"7032","60379"
432002.159,5445229.207,0,NORMAL,"416","503",,,"7031","60380"
431454.803,5445256.396,0,NODE,"529","873",,,"7027","60384"
431582.767,5445329.834,0,DEADEND,"416",,,,"7026","60385"
431900.419,5445228.063,0,NORMAL,"807","416",,,"7025","60386"
431809.577,5444618.128,0,NORMAL,"950","1082",,,"7021","60390"
431811.622,5444495.668,0,NORMAL,"1082","920",,,"7020","60391"
431673.255,5444491.46,0,NORMAL,"920","1170",,,"7018","60393"
431554.304,5444489.926,0,NORMAL,"920","1171",,,"7017","60394"
431540.694,5445215.828,0,DEADEND,"873",,,,"7014","60397"
431579.36,5445198.839,0,DEADEND,"873",,,,"7013","60398"
432694.309,5443080.34,0,NORMAL,"402","243",,,"7180","60247"
432759.051,5442719.129,0,NORMAL,"503","570",,,"7178","60249"
432736.723,5442673.666,0,DEADEND,"836",,,,"7175","60252"
432602.03,5442416.808,0,TRAFFIC LIGHT,"658","1110",,,"7172","60254"
432416.083,5442446.537,0,NORMAL,"1110","594",,,"7171","60255"
432157.906,5442950.904,0,NORMAL,"1110","1051",,,"7170","60256"
432023.21,5443233.42,0,DEADEND,"1051",,,,"7169","60257"
432039.692,5443079.301,0,DEADEND,"185",,,,"7167","60258"
432094.822,5443125.912,0,NORMAL,"1051","185",,,"7166","60259"
430070.477,5443458.36,0,DEADEND,"812",,,,"7164","60261"
431609.778,5443380.908,0,DEADEND,"51",,,,"7162","60263"
431747.16,5443427.611,0,NORMAL,"812","787",,,"7161","60264"
431673.288,5443428.266,0,NORMAL,"812","787",,,"7159","60265"
431672.285,5443377.187,0,NORMAL,"787","51",,,"7158","60266"
431580.271,5443678.671,0,NORMAL,"353","657",,,"7152","60268"
431576.193,5443540.412,0,NORMAL,"353","970",,,"7151","60269"
431577.263,5443428.882,0,NORMAL,"812","353",,,"7150","60270"
431567.294,5443006.987,0,NORMAL,"1110","353",,,"7149","60271"
430735.238,5443041.779,0,NODE,"168","1110",,,"7148","60272"
431143.12,5442931.73,0,DEADEND,"853",,,,"7147","60273"
431148.244,5443081.642,0,DEADEND,"853",,,,"7146","60274"
431146.017,5443016.476,0,NORMAL,"853","1110",,,"7145","60275"
430895.788,5443197.828,0,NORMAL,"86","781",,,"7142","60277"
431037.129821273,5443442.57706704,0,DEADEND,"812",,,,"7141","60278"
431153.196,5443441.58,0,NORMAL,"812","853",,,"7140","60279"
431150.671,5443255.522,0,DEADEND,"853",,,,"7139","60280"
430912.798,5443287.261,0,NORMAL,"1129","86",,,"7138","60281"
430944.228838382,5443286.35948274,0,DEADEND,"1129",,,,"7137","60282"
430782.961,5443218.903,0,NORMAL,"145","781",,,"7136","60283"
430732.287,5443447.532,0,NORMAL,"168","812",,,"7134","60285"
430618.248,5443449.972,0,NORMAL,"883","812",,,"7133","60286"
430521.346,5443451.882,0,NORMAL,"812","1254",,,"7132","60287"
430416.188,5443453.685,0,NORMAL,"1058","812",,,"7131","60288"
430364.251,5443590.148,0,DEADEND,"1058",,,,"7130","60289"
430584.26,5443547.57,0,DEADEND,"883",,,,"7129","60290"
430514.032,5443491.124,0,DEADEND,"1254",,,,"7128","60291"
430474.735,5443579.773,0,DEADEND,"472",,,,"7127","60292"
430429.95,5443646.98,0,DEADEND,"1175",,,,"7126","60293"
430432.364,5443712.972,0,NORMAL,"1175","1197",,,"7125","60294"
430539.598,5443712.09,0,NORMAL,"472","1197",,,"7124","60295"
430736.634,5443707.054,0,NORMAL,"168","1197",,,"7123","60296"
430733.187,5443531.832,0,NORMAL,"1200","168",,,"7122","60297"
430734.769664644,5443612.28388984,0,NORMAL,"168","1200","0000001356",,"7121","60298"
426028.675,5451634.525,0,DEADEND,"324",,,,"7830","60611"
425950.952,5451694.68,0,DEADEND,"1095",,,,"7829","60612"
425995.776,5451699.202,0,DEADEND,"533",,,,"7828","60613"
426058.41,5451735.04,0,DEADEND,"844",,,,"7827","60614"
426074.496,5451691.648,0,NORMAL,"844","533",,,"7826","60615"
425929.006,5451725.961,0,NORMAL,"1085","1095",,,"7825","60616"
425390.328,5452481.834,0,NORMAL,"922","978",,,"7823","60617"
425263.833,5452530.833,0,NORMAL,"922",,,,"7821","60619"
425086.99,5452554.948,0,NORMAL,"837","898",,,"7820","60620"
425148.184,5452597.278,0,NORMAL,"837","922","0000001306",,"7819","60621"
425220.952,5452554.724,0,NORMAL,"922","859",,,"7818","60622"
425432.445,5452613.057,0,NORMAL,"859","978",,,"7817","60623"
425417.24,5452701.238,0,NORMAL,"978","837",,,"7816","60624"
425296.222,5452741.606,0,DEADEND,"1093",,,,"7815","60625"
425294.476,5452699.713,0,NORMAL,"1093","837",,,"7814","60626"
424923.582,5452674.886,0,NORMAL,"1154","380",,,"7811","60629"
424660.05,5452653.311,0,DEADEND,"1153",,,,"7810","60630"
424756.906,5452744.768,0,NORMAL,"1153","380",,,"7807","60631"
424712.645,5452766.235,0,DEADEND,"1153",,,,"7806","60632"
424827.616,5452777.898,0,NORMAL,"1154","380",,,"7805","60633"
425378.473,5452999.624,0,DEADEND,"800",,,,"7803","60635"
425479.193,5452905.921,0,NORMAL,"968","171",,,"7802","60636"
424789.907,5453206.66,0,NORMAL,"1147","798",,,"7801","60637"
425152.459,5453197.251,0,NORMAL,"210","798",,,"7800","60638"
425107.905,5453286.202,0,DEADEND,"751",,,,"7799","60639"
425155.582,5453275.83,0,NORMAL,"751","210",,,"7798","60640"
425195.599,5453330.169,0,NORMAL,"528","210",,,"7797","60641"
425225.059,5453290.849,0,DEADEND,"528",,,,"7796","60642"
426239.436,5453333.826,0,NORMAL,"682","697",,,"7788","60649"
426137.934,5453399.23,0,DEADEND,"372",,,,"7787","60650"
426228.696,5453443.826,0,NORMAL,"372","697",,,"7786","60651"
426050.268,5453334.602,0,NORMAL,"1161","697",,,"7785","60652"
425450.464,5453330.044,0,DEADEND,"38",,,,"7783","60653"
425511.077,5453327.795,0,NORMAL,"37","38",,,"7781","60654"
425744.251,5453321.308,0,DEADEND,"1153",,,,"7780","60655"
425699.551,5453327.443,0,NORMAL,"37","307","1153","38","7779","60656"
425856.123,5453396.335,0,NORMAL,"968","1161",,,"7778","60657"
425722.697,5453435.702,0,NORMAL,"464","610","307",,"7776","60659"
425834.126,5453471.995,0,DEADEND,"538",,,,"7775","60660"
425736.156,5453525.738,0,NORMAL,"1174","464",,,"7773","60662"
431655.155,5445130.144,0,NORMAL,"1171","424",,,"7010","60401"
431771.518,5445248.228,0,NORMAL,"416","1170",,,"7009","60402"
431743.702,5445030.203,0,NORMAL,"1170","1193",,,"7007","60404"
431804.174,5444922.242,0,NORMAL,"795","1082",,,"7006","60405"
431603.753,5444719.479,0,NORMAL,"1171","108",,,"7003","60407"
431625.138340323,5444809.71092647,0,NORMAL,"1171","836",,,"7002","60408"
431625.66,5444918.45,0,NORMAL,"1171","795",,,"7001","60409"
431528.164,5444916.307,0,NORMAL,"902","795",,,"7000","60410"
431502.805,5444729.9,0,NORMAL,"108","902",,,"6999","60411"
431482.727,5444994.258,0,DEADEND,"283",,,,"6995","60412"
431469.602,5444916.154,0,NORMAL,"283","795",,,"6994","60413"
431345.026,5445027.827,0,DEADEND,"54",,,,"6993","60414"
431411.323,5445025.622,0,NORMAL,"918","54",,,"6992","60415"
431254.659,5444807.421,0,DEADEND,"364",,,,"6991","60416"
431270.96,5444427.39,0,NODE,"290","43",,,"6989","60418"
431478.398,5444542.814,0,DEADEND,"902",,,,"6988","60419"
431428.398,5444584.934,0,DEADEND,"283",,,,"6987","60420"
431447.33,5444736.782,0,NORMAL,"283","108",,,"6986","60421"
431473.713,5444276.157,0,NORMAL,"1012","1031",,,"6985","60422"
431460.55,5444425.24,0,NORMAL,"918","1031",,,"6984","60423"
431462.514,5444277.163,0,NORMAL,"1012","1031",,,"6983","60424"
431365.4,5444298.8,0,DEADEND,"138",,,,"6982","60425"
431303.356,5444707.511,0,NORMAL,"918","290",,,"6979","60427"
431400.803,5444489.633,0,NORMAL,"918","138",,,"6978","60428"
431365.921,5444424.651,0,NORMAL,"138","43",,,"6977","60429"
431168.178,5444284.019,0,NORMAL,"1012","853",,,"6976","60430"
430957.845,5444286.997,0,NORMAL,"1012","1077",,,"6975","60431"
431014.247,5444373.181,0,DEADEND,"457",,,,"6974","60432"
430960.141,5444372.325,0,NORMAL,"1077","457",,,"6973","60433"
431172.874,5444505.257,0,NORMAL,"853","551",,,"6972","60434"
431065.01,5444603.814,0,DEADEND,"507",,,,"6970","60436"
430957.507,5444575.862,0,DEADEND,"1077",,,,"6969","60437"
430867.01,5444607.08,0,DEADEND,"1242",,,,"6968","60438"
430917.403,5444495.631,0,DEADEND,"534",,,,"6966","60439"
430750.836,5444498.308,0,NORMAL,"168","534",,,"6965","60440"
430754.626,5444713.233,0,NORMAL,"168","1038",,,"6958","60447"
431176.95,5444705.85,0,NORMAL,"1038","853",,,"6957","60448"
431065.987,5444707.441,0,NORMAL,"1038","507",,,"6956","60449"
425525.197,5454550.9,0,NORMAL,"1092","565",,,"6271","59325"
425468.482,5454542.488,0,DEADEND,"565",,,,"6269","59327"
425293.981,5454658.184,0,NORMAL,"152","1092",,,"6268","59328"
425381.35,5454656.718,0,NORMAL,"1092","1166",,,"6267","59329"
425647.025,5454794.273,0,DEADEND,"1180",,,,"6265","59331"
425559.041,5454795.734,0,NORMAL,"1180","418",,,"6264","59332"
425581.854,5454628.686,0,DEADEND,"418",,,,"6263","59333"
425442.521,5454648.899,0,NORMAL,"64","1092",,,"6262","59334"
425462.466,5454797.421,0,NORMAL,"1180","64",,,"6261","59335"
425379.343,5454742.001,0,DEADEND,"587",,,,"6260","59336"
425380.493,5454798.547,0,NORMAL,"1180","587",,,"6259","59337"
424506.037,5454817.993,0,NORMAL,"788","356",,,"6258","59338"
